Location,Location_Telangana,Location_Uttar_Pradesh,Location_Tamil_Nadu,Location_Maharashtra,Location_Karnataka,Location_Bihar,Location_West_Bengal,Location_Madhya_Pradesh,Location_Chandigarh,Location_Delhi,Location_Gujarat,Location_Kerala,Location_Jharkhand,Location_Rajasthan,Location_Haryana,Total_Land_Area_acres,Number_of_Cows,Farm_Size,Farm_Size_Medium,Farm_Size_Large,Farm_Size_Small,Date,Date_Ordinal,Date_Year,Date_Month,Date_Day,Date_Quarter1,Date_Quarter2,Date_Quarter3,Date_Quarter4,Date_January,Date_February,Date_March,Date_April,Date_May,Date_June,Date_July,Date_August,Date_September,Date_October,Date_November,Date_December,Date_Monday,Date_Tuesday,Date_Wednesday,Date_Thursday,Date_Friday,Date_Saturday,Date_Sunday,Product_ID,Product_Name,Product_Name_Ice_Cream,Product_Name_Milk,Product_Name_Yogurt,Product_Name_Cheese,Product_Name_Buttermilk,Product_Name_Curd,Product_Name_Paneer,Product_Name_Lassi,Product_Name_Ghee,Product_Name_Butter,Brand,Brand_Dodla_Dairy,Brand_Amul,Brand_Britannia_Industries,Brand_Mother_Dairy,Brand_Raj,Brand_Dynamix_Dairies,Brand_Sudha,Brand_Passion_Cheese,Brand_Warana,Brand_Palle2patnam,Brand_Parag_Milk_Foods,Quantity_liters_kg,Price_per_Unit,Total_Value,Shelf_Life_days,Storage_Condition,Storage_Condition_Frozen,Storage_Condition_Tetra_Pack,Storage_Condition_Refrigerated,Storage_Condition_Polythene_Packet,Storage_Condition_Ambient,Production_Date,Production_Date_Ordinal,Production_Date_Year,Production_Date_Month,Production_Date_Day,Production_Date_Quarter1,Production_Date_Quarter2,Production_Date_Quarter3,Production_Date_Quarter4,Production_Date_January,Production_Date_February,Production_Date_March,Production_Date_April,Production_Date_May,Production_Date_June,Production_Date_July,Production_Date_August,Production_Date_September,Production_Date_October,Production_Date_November,Production_Date_December,Production_Date_Monday,Production_Date_Tuesday,Production_Date_Wednesday,Production_Date_Thursday,Production_Date_Friday,Production_Date_Saturday,Production_Date_Sunday,Expiration_Date,Expiration_Date_Ordinal,Expiration_Date_Year,Expiration_Date_Month,Expiration_Date_Day,Expiration_Date_Quarter1,Expiration_Date_Quarter2,Expiration_Date_Quarter3,Expiration_Date_Quarter4,Expiration_Date_January,Expiration_Date_February,Expiration_Date_March,Expiration_Date_April,Expiration_Date_May,Expiration_Date_June,Expiration_Date_July,Expiration_Date_August,Expiration_Date_September,Expiration_Date_October,Expiration_Date_November,Expiration_Date_December,Expiration_Date_Monday,Expiration_Date_Tuesday,Expiration_Date_Wednesday,Expiration_Date_Thursday,Expiration_Date_Friday,Expiration_Date_Saturday,Expiration_Date_Sunday,Quantity_Sold_liters_kg,Price_per_Unit_sold,Approx_Total_Revenue_INR,Customer_Location,Customer_Location_Madhya_Pradesh,Customer_Location_Kerala,Customer_Location_Rajasthan,Customer_Location_Jharkhand,Customer_Location_Gujarat,Customer_Location_Karnataka,Customer_Location_Haryana,Customer_Location_Tamil_Nadu,Customer_Location_West_Bengal,Customer_Location_Telangana,Customer_Location_Chandigarh,Customer_Location_Maharashtra,Customer_Location_Delhi,Customer_Location_Bihar,Customer_Location_Uttar_Pradesh,Sales_Channel,Sales_Channel_Wholesale,Sales_Channel_Online,Sales_Channel_Retail,Quantity_in_Stock_liters_kg,Minimum_Stock_Threshold_liters_kg,Reorder_Quantity_liters_kg
Kerala,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,751.25,49,Medium,True,False,False,2020-06-09,737585,2020,6,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,Yogurt,False,False,True,False,False,False,False,False,False,False,Palle2patnam,False,False,False,False,False,False,False,False,False,True,False,41.25,70.66,2914.725,28,Refrigerated,False,False,True,False,False,2020-04-17,737532,2020,4,17,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2020-05-15,737560,2020,5,15,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6,73.84,443.04,Kerala,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Retail,False,False,True,35,85.92,95.36
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,612.55,39,Large,False,True,False,2021-04-07,737887,2021,4,7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,Butter,False,False,False,False,False,False,False,False,False,True,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,727.6,42.71,31075.796,29,Frozen,True,False,False,False,False,2021-02-20,737841,2021,2,20,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2021-03-21,737870,2021,3,21,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,288,38.99,11229.12,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Online,False,True,False,439,72.42,196.53
Kerala,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,409.51,99,Large,False,True,False,2019-02-28,737118,2019,2,28,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,Buttermilk,False,False,False,False,True,False,False,False,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,932.18,92.75,86459.69499999999,14,Refrigerated,False,False,True,False,False,2018-12-30,737058,2018,12,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2019-01-13,737072,2019,1,13,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,317,93.46,29626.82,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Wholesale,True,False,False,615,96.73,185.4
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,429.85,91,Small,False,False,True,2022-09-11,738409,2022,9,11,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,6,Curd,False,False,False,False,False,True,False,False,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,770.24,34.6,26650.304,5,Refrigerated,False,False,True,False,False,2022-08-21,738388,2022,8,21,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2022-08-26,738393,2022,8,26,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,674,29.6,19950.4,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Wholesale,True,False,False,96,21.8,192.58
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,135.62,57,Large,False,True,False,2022-07-08,738344,2022,7,8,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2,Butter,False,False,False,False,False,False,False,False,False,True,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,636.49,95.08,60517.4692,33,Frozen,True,False,False,False,False,2022-05-24,738299,2022,5,24,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2022-06-26,738332,2022,6,26,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,433,92.61,40100.13,Bihar,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Retail,False,False,True,203,27.23,75.81
Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,195.88,48,Small,False,False,True,2020-03-05,737489,2020,3,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,Ice Cream,True,False,False,False,False,False,False,False,False,False,Dodla Dairy,True,False,False,False,False,False,False,False,False,False,False,131.65,56.27,7407.945500000001,22,Frozen,True,False,False,False,False,2020-02-23,737478,2020,2,23,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2020-03-16,737500,2020,3,16,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11,59.18,650.98,Chandigarh,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Retail,False,False,True,120,70.66,151.25
Madhya Pradesh,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,573.58,88,Large,False,True,False,2020-09-27,737695,2020,9,27,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4,Yogurt,False,False,True,False,False,False,False,False,False,False,Amul,False,True,False,False,False,False,False,False,False,False,False,755.96,77.6,58662.496,30,Frozen,True,False,False,False,False,2020-09-04,737672,2020,9,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2020-10-04,737702,2020,10,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,235,74.6,17531.0,Chandigarh,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Wholesale,True,False,False,520,64.43,161.19
Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,543.91,33,Large,False,True,False,2021-06-12,737953,2021,6,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,Milk,False,True,False,False,False,False,False,False,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,446.15,37.65,16797.547499999997,2,Polythene Packet,False,False,False,True,False,2021-05-29,737939,2021,5,29,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2021-05-31,737941,2021,5,31,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,101,41.46,4187.46,Telangana,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Retail,False,False,True,345,90.02,108.44
West Bengal,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,765.1,79,Small,False,False,True,2021-04-06,737886,2021,4,6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Amul,False,True,False,False,False,False,False,False,False,False,False,4.38,98.93,433.3134,148,Ambient,False,False,False,False,True,2021-02-24,737845,2021,2,24,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2021-07-22,737993,2021,7,22,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2,103.61,207.22,Haryana,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Online,False,True,False,2,34.9,74.74
Telangana,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,189.66,44,Small,False,False,True,2020-09-03,737671,2020,9,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,Cheese,False,False,False,True,False,False,False,False,False,False,Passion Cheese,False,False,False,False,False,False,False,True,False,False,False,856.25,23.27,19924.9375,63,Frozen,True,False,False,False,False,2020-08-27,737664,2020,8,27,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2020-10-29,737727,2020,10,29,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,79,18.77,1482.83,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Wholesale,True,False,False,777,37.13,147.27
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,219.25,27,Medium,True,False,False,2019-07-25,737265,2019,7,25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1,Milk,False,True,False,False,False,False,False,False,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,186.73,76.45,14275.5085,26,Tetra Pack,False,True,False,False,False,2019-07-10,737250,2019,7,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2019-08-05,737276,2019,8,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,50,73.0,3650.0,Chandigarh,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Retail,False,False,True,136,16.17,197.11
Jharkhand,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,656.89,65,Medium,True,False,False,2021-05-26,737936,2021,5,26,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,Yogurt,False,False,True,False,False,False,False,False,False,False,Dodla Dairy,True,False,False,False,False,False,False,False,False,False,False,464.89,34.77,16164.225300000002,28,Frozen,True,False,False,False,False,2021-05-18,737928,2021,5,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2021-06-15,737956,2021,6,15,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,70,39.26,2748.2,Tamil Nadu,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Online,False,True,False,394,85.57,91.16
Madhya Pradesh,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,425.77,54,Large,False,True,False,2022-09-24,738422,2022,9,24,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,Milk,False,True,False,False,False,False,False,False,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,140.38,78.4,11005.792,2,Polythene Packet,False,False,False,True,False,2022-09-20,738418,2022,9,20,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2022-09-22,738420,2022,9,22,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,106,77.51,8216.06,Gujarat,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Online,False,True,False,34,77.37,115.84
Gujarat,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,674.81,37,Medium,True,False,False,2021-02-13,737834,2021,2,13,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7,Lassi,False,False,False,False,False,False,False,True,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,495.07,55.74,27595.2018,17,Refrigerated,False,False,True,False,False,2021-02-10,737831,2021,2,10,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2021-02-27,737848,2021,2,27,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,193,52.56,10144.08,Tamil Nadu,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Retail,False,False,True,302,71.48,112.37
Madhya Pradesh,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,414.67,25,Small,False,False,True,2022-02-09,738195,2022,2,9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,Milk,False,True,False,False,False,False,False,False,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,380.71,22.57,8592.6247,2,Polythene Packet,False,False,False,True,False,2022-01-19,738174,2022,1,19,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2022-01-21,738176,2022,1,21,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,306,27.18,8317.08,Bihar,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Wholesale,True,False,False,74,94.52,178.52
Gujarat,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,996.04,10,Small,False,False,True,2020-04-09,737524,2020,4,9,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Amul,False,True,False,False,False,False,False,False,False,False,False,238.86,83.05,19837.323,122,Ambient,False,False,False,False,True,2020-02-09,737464,2020,2,9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2020-06-10,737586,2020,6,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,56,85.52,4789.12,Chandigarh,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Online,False,True,False,182,11.87,76.04
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,251.05,16,Large,False,True,False,2019-08-20,737291,2019,8,20,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,5,Ice Cream,True,False,False,False,False,False,False,False,False,False,Dodla Dairy,True,False,False,False,False,False,False,False,False,False,False,3.97,58.3,231.451,30,Frozen,True,False,False,False,False,2019-07-02,737242,2019,7,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2019-08-01,737272,2019,8,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2,62.87,125.74,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Online,False,True,False,1,60.98,123.83
Uttar Pradesh,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,459.88,76,Small,False,False,True,2020-08-13,737650,2020,8,13,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,Cheese,False,False,False,True,False,False,False,False,False,False,Dynamix Dairies,False,False,False,False,False,True,False,False,False,False,False,61.85,84.39,5219.5215,73,Refrigerated,False,False,True,False,False,2020-06-16,737592,2020,6,16,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2020-08-28,737665,2020,8,28,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,15,81.84,1227.6,Tamil Nadu,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Retail,False,False,True,46,14.48,156.96
Bihar,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,550.6,57,Medium,True,False,False,2022-05-01,738276,2022,5,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8,Buttermilk,False,False,False,False,True,False,False,False,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,5.22,18.68,97.5096,8,Refrigerated,False,False,True,False,False,2022-03-08,738222,2022,3,8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2022-03-16,738230,2022,3,16,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5,19.55,97.75,Kerala,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Wholesale,True,False,False,0,17.79,53.8
Maharashtra,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,67.05,62,Large,False,True,False,2020-12-19,737778,2020,12,19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,5,Ice Cream,True,False,False,False,False,False,False,False,False,False,Palle2patnam,False,False,False,False,False,False,False,False,False,True,False,467.49,83.05,38825.0445,24,Frozen,True,False,False,False,False,2020-10-23,737721,2020,10,23,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2020-11-16,737745,2020,11,16,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,420,81.75,34335.0,Madhya Pradesh,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Online,False,True,False,47,90.16,86.46
Tamil Nadu,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,359.64,61,Large,False,True,False,2020-08-01,737638,2020,8,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,6,Curd,False,False,False,False,False,True,False,False,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,80.61,25.9,2087.799,5,Refrigerated,False,False,True,False,False,2020-07-04,737610,2020,7,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2020-07-09,737615,2020,7,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,28,28.39,794.92,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Online,False,True,False,52,23.99,63.64
Rajasthan,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,443.44,63,Large,False,True,False,2022-03-15,738229,2022,3,15,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6,Curd,False,False,False,False,False,True,False,False,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,600.82,72.3,43439.286,6,Refrigerated,False,False,True,False,False,2022-01-16,738171,2022,1,16,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022-01-22,738177,2022,1,22,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,130,69.82,9076.6,Kerala,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Retail,False,False,True,470,91.3,62.98
Tamil Nadu,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,203.97,96,Medium,True,False,False,2020-11-10,737739,2020,11,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,860.14,64.16,55186.5824,88,Ambient,False,False,False,False,True,2020-09-22,737690,2020,9,22,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2020-12-19,737778,2020,12,19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,502,64.81,32534.62,Madhya Pradesh,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Online,False,True,False,358,60.44,163.64
Maharashtra,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,816.98,84,Large,False,True,False,2022-05-14,738289,2022,5,14,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8,Buttermilk,False,False,False,False,True,False,False,False,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,135.2,32.77,4430.504,11,Refrigerated,False,False,True,False,False,2022-04-16,738261,2022,4,16,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2022-04-27,738272,2022,4,27,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,72,28.58,2057.76,Haryana,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Online,False,True,False,63,75.36,81.67
Kerala,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,399.24,59,Small,False,False,True,2020-02-27,737482,2020,2,27,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,85.21,76.34,6504.9314,147,Ambient,False,False,False,False,True,2020-02-24,737479,2020,2,24,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2020-07-20,737626,2020,7,20,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,80,71.87,5749.6,Jharkhand,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Retail,False,False,True,5,57.42,186.71
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,56.45,53,Medium,True,False,False,2019-09-07,737309,2019,9,7,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,7,Lassi,False,False,False,False,False,False,False,True,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,649.87,91.03,59157.6661,12,Refrigerated,False,False,True,False,False,2019-07-15,737255,2019,7,15,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2019-07-27,737267,2019,7,27,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,477,95.58,45591.66,Maharashtra,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Wholesale,True,False,False,172,85.96,119.57
Bihar,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,980.23,17,Large,False,True,False,2019-10-23,737355,2019,10,23,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,34.5,98.76,3407.2200000000003,146,Ambient,False,False,False,False,True,2019-09-26,737328,2019,9,26,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2020-02-19,737474,2020,2,19,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18,102.98,1853.64,Tamil Nadu,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Retail,False,False,True,16,99.51,134.36
Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,567.85,55,Medium,True,False,False,2020-03-14,737498,2020,3,14,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9,Paneer,False,False,False,False,False,False,True,False,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,648.25,43.65,28296.1125,7,Refrigerated,False,False,True,False,False,2020-02-02,737457,2020,2,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2020-02-09,737464,2020,2,9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,82,45.7,3747.4,Uttar Pradesh,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Wholesale,True,False,False,566,52.98,125.9
Karnataka,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,736.46,71,Small,False,False,True,2021-05-18,737928,2021,5,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7,Lassi,False,False,False,False,False,False,False,True,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,319.42,50.49,16127.5158,13,Refrigerated,False,False,True,False,False,2021-04-24,737904,2021,4,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2021-05-07,737917,2021,5,7,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,72,55.44,3991.68,Maharashtra,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Retail,False,False,True,247,36.55,87.98
Gujarat,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,526.28,59,Medium,True,False,False,2021-01-08,737798,2021,1,8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6,Curd,False,False,False,False,False,True,False,False,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,520.42,71.39,37152.7838,5,Refrigerated,False,False,True,False,False,2021-01-02,737792,2021,1,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2021-01-07,737797,2021,1,7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,143,72.26,10333.18,Haryana,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Wholesale,True,False,False,377,11.62,58.75
Maharashtra,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,674.16,59,Small,False,False,True,2019-03-28,737146,2019,3,28,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,Ice Cream,True,False,False,False,False,False,False,False,False,False,Dodla Dairy,True,False,False,False,False,False,False,False,False,False,False,45.17,17.4,785.958,27,Frozen,True,False,False,False,False,2019-02-06,737096,2019,2,6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2019-03-05,737123,2019,3,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,38,15.41,585.58,Rajasthan,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Online,False,True,False,7,73.22,122.61
